"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"31"	"49"	"59"	"49"	"2511"	"273.3"	"6.44"	"190.86"	"49"	"1"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"40"	"19"	"56"	"19"	"573"	"61.0"	"5.87"	"184.14"	"19"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"47"	"16"	"47"	"7"	"444"	"49.6"	"4.89"	"147.95"	"16"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"29"	"19"	"47"	"8"	"724"	"83.2"	"5.03"	"143.11"	"19"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"45"	"20"	"45"	"17"	"646"	"70.9"	"5.52"	"139.90"	"20"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"25"	"40"	"45"	"36"	"1960"	"226.4"	"5.60"	"139.26"	"40"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"34"	"20"	"46"	"10"	"732"	"84.6"	"5.02"	"136.45"	"20"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"35"	"9"	"39"	"6"	"375"	"41.7"	"5.48"	"128.92"	"9"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"49"	"12"	"34"	"12"	"381"	"42.6"	"5.59"	"120.21"	"12"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"47"	"14"	"38"	"5"	"445"	"49.8"	"4.89"	"118.53"	"14"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"21"	"8"	"33"	"2"	"462"	"50.1"	"9.01"	"118.19"	"8"	"1"
