"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"47"	"13"	"69"	"9"	"375"	"41.7"	"5.48"	"217.14"	"13"	"1"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"52"	"21"	"59"	"21"	"573"	"61.0"	"5.87"	"202.78"	"21"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"30"	"45"	"52"	"45"	"2511"	"273.3"	"6.44"	"156.52"	"45"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"42"	"21"	"49"	"11"	"724"	"83.2"	"5.03"	"154.69"	"21"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"50"	"16"	"45"	"6"	"444"	"49.6"	"4.89"	"136.91"	"16"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"39"	"19"	"43"	"10"	"732"	"84.6"	"5.02"	"125.73"	"19"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"45"	"19"	"44"	"16"	"646"	"70.9"	"5.52"	"124.89"	"19"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"25"	"35"	"41"	"31"	"1960"	"226.4"	"5.60"	"120.55"	"35"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"47"	"14"	"35"	"14"	"381"	"42.6"	"5.59"	"115.83"	"14"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"42"	"13"	"37"	"5"	"451"	"50.1"	"5.06"	"114.54"	"13"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"50"	"15"	"37"	"2"	"445"	"49.8"	"4.89"	"108.58"	"15"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"31"	"10"	"33"	"4"	"462"	"50.1"	"9.01"	"103.16"	"10"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"31"	"10"	"31"	"2"	"448"	"49.9"	"5.06"	"98.36"	"10"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"44"	"16"	"30"	"16"	"531"	"57.9"	"7.84"	"94.36"	"16"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"38"	"19"	"31"	"17"	"654"	"72.3"	"5.16"	"91.44"	"19"	"1"
"False"	"IsMasterProtein"	"Q05639"	"Elongation factor 1-alpha 2 [OS=Homo sapiens]"	"35"	"11"	"28"	"5"	"463"	"50.4"	"9.03"	"88.13"	"11"	"1"
"False"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial [OS=Homo sapiens]"	"57"	"18"	"28"	"18"	"529"	"56.5"	"5.40"	"86.52"	"18"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"45"	"11"	"25"	"11"	"434"	"47.1"	"7.39"	"82.56"	"11"	"1"
"False"	"IsMasterProtein"	"P04350"	"Tubulin beta-4A chain [OS=Homo sapiens]"	"40"	"12"	"27"	"1"	"444"	"49.6"	"4.88"	"81.36"	"12"	"1"
"False"	"IsMasterProtein"	"Q00610"	"Clathrin heavy chain 1 [OS=Homo sapiens]"	"22"	"25"	"26"	"25"	"1675"	"191.5"	"5.69"	"78.32"	"25"	"1"
"False"	"IsMasterProtein"	"P13639"	"Elongation factor 2 [OS=Homo sapiens]"	"21"	"12"	"23"	"12"	"858"	"95.3"	"6.83"	"76.44"	"12"	"1"
"False"	"IsMasterProtein"	"P68032"	"Actin, alpha cardiac muscle 1 [OS=Homo sapiens]"	"21"	"5"	"23"	"1"	"377"	"42.0"	"5.39"	"74.91"	"5"	"1"
"False"	"IsMasterProtein"	"P14625"	"Endoplasmin [OS=Homo sapiens]"	"35"	"18"	"26"	"17"	"803"	"92.4"	"4.84"	"71.75"	"18"	"1"
"False"	"IsMasterProtein"	"P25705"	"ATP synthase subunit alpha, mitochondrial [OS=Homo sapiens]"	"35"	"13"	"23"	"13"	"553"	"59.7"	"9.13"	"68.72"	"13"	"1"
"False"	"IsMasterProtein"	"P60842"	"Eukaryotic initiation factor 4A-I [OS=Homo sapiens]"	"37"	"12"	"21"	"12"	"406"	"46.1"	"5.48"	"63.69"	"12"	"1"
"False"	"IsMasterProtein"	"P06899"	"Histone H2B type 1-J [OS=Homo sapiens]"	"19"	"2"	"20"	"2"	"126"	"13.9"	"10.32"	"63.28"	"2"	"1"
"False"	"IsMasterProtein"	"P30101"	"Protein disulfide-isomerase A3 [OS=Homo sapiens]"	"41"	"16"	"22"	"16"	"505"	"56.7"	"6.35"	"63.00"	"16"	"1"
"False"	"IsMasterProtein"	"P04406"	"Glyceraldehyde-3-phosphate dehydrogenase [OS=Homo sapiens]"	"57"	"11"	"20"	"11"	"335"	"36.0"	"8.46"	"62.38"	"11"	"1"
"False"	"IsMasterProtein"	"P27797"	"Calreticulin [OS=Homo sapiens]"	"44"	"11"	"19"	"11"	"417"	"48.1"	"4.44"	"59.79"	"11"	"1"
"False"	"IsMasterProtein"	"P04075"	"Fructose-bisphosphate aldolase A [OS=Homo sapiens]"	"45"	"11"	"19"	"11"	"364"	"39.4"	"8.09"	"58.60"	"11"	"1"
"False"	"IsMasterProtein"	"P22314"	"Ubiquitin-like modifier-activating enzyme 1 [OS=Homo sapiens]"	"19"	"13"	"18"	"13"	"1058"	"117.8"	"5.76"	"56.95"	"13"	"1"
"False"	"IsMasterProtein"	"O43707"	"Alpha-actinin-4 [OS=Homo sapiens]"	"24"	"14"	"16"	"11"	"911"	"104.8"	"5.44"	"47.76"	"14"	"1"
"False"	"IsMasterProtein"	"Q00796"	"Sorbitol dehydrogenase [OS=Homo sapiens]"	"30"	"8"	"14"	"8"	"357"	"38.3"	"7.97"	"47.68"	"8"	"1"
"False"	"IsMasterProtein"	"Q6FI13"	"Histone H2A type 2-A [OS=Homo sapiens]"	"42"	"3"	"13"	"2"	"130"	"14.1"	"10.90"	"46.25"	"3"	"1"
"False"	"IsMasterProtein"	"P05783"	"Keratin, type I cytoskeletal 18 [OS=Homo sapiens]"	"37"	"8"	"14"	"8"	"430"	"48.0"	"5.45"	"44.78"	"8"	"1"
"False"	"IsMasterProtein"	"P19338"	"Nucleolin [OS=Homo sapiens]"	"21"	"13"	"15"	"13"	"710"	"76.6"	"4.70"	"44.68"	"13"	"1"
"False"	"IsMasterProtein"	"P12956"	"X-ray repair cross-complementing protein 6 [OS=Homo sapiens]"	"29"	"14"	"17"	"14"	"609"	"69.8"	"6.64"	"44.42"	"14"	"1"
"False"	"IsMasterProtein"	"P05023"	"Sodium/potassium-transporting ATPase subunit alpha-1 [OS=Homo sapiens]"	"21"	"13"	"15"	"13"	"1023"	"112.8"	"5.49"	"43.42"	"13"	"1"
"False"	"IsMasterProtein"	"P55072"	"Transitional endoplasmic reticulum ATPase [OS=Homo sapiens]"	"24"	"14"	"16"	"14"	"806"	"89.3"	"5.26"	"43.33"	"14"	"1"
"False"	"IsMasterProtein"	"P06748"	"Nucleophosmin [OS=Homo sapiens]"	"37"	"6"	"13"	"6"	"294"	"32.6"	"4.78"	"42.44"	"6"	"1"
"False"	"IsMasterProtein"	"P40926"	"Malate dehydrogenase, mitochondrial [OS=Homo sapiens]"	"34"	"8"	"15"	"8"	"338"	"35.5"	"8.68"	"41.89"	"8"	"1"
"False"	"IsMasterProtein"	"Q12906"	"Interleukin enhancer-binding factor 3 [OS=Homo sapiens]"	"20"	"11"	"15"	"11"	"894"	"95.3"	"8.76"	"41.67"	"11"	"1"
"False"	"IsMasterProtein"	"P22626"	"Heterogeneous nuclear ribonucleoproteins A2/B1 [OS=Homo sapiens]"	"30"	"9"	"15"	"8"	"353"	"37.4"	"8.95"	"41.34"	"9"	"1"
"False"	"IsMasterProtein"	"P30041"	"Peroxiredoxin-6 [OS=Homo sapiens]"	"49"	"8"	"13"	"8"	"224"	"25.0"	"6.38"	"39.76"	"8"	"1"
"False"	"IsMasterProtein"	"P26599"	"Polypyrimidine tract-binding protein 1 [OS=Homo sapiens]"	"39"	"11"	"12"	"11"	"557"	"59.6"	"9.16"	"39.74"	"11"	"1"
"False"	"IsMasterProtein"	"P38646"	"Stress-70 protein, mitochondrial [OS=Homo sapiens]"	"26"	"12"	"13"	"12"	"679"	"73.6"	"6.16"	"39.44"	"12"	"1"
"False"	"IsMasterProtein"	"P61978"	"Heterogeneous nuclear ribonucleoprotein K [OS=Homo sapiens]"	"32"	"11"	"13"	"11"	"463"	"50.9"	"5.54"	"37.62"	"11"	"1"
"False"	"IsMasterProtein"	"P78371"	"T-complex protein 1 subunit beta [OS=Homo sapiens]"	"33"	"12"	"12"	"12"	"535"	"57.5"	"6.46"	"37.14"	"12"	"1"
"False"	"IsMasterProtein"	"Q7KZF4"	"Staphylococcal nuclease domain-containing protein 1 [OS=Homo sapiens]"	"25"	"13"	"14"	"13"	"910"	"101.9"	"7.17"	"36.81"	"13"	"1"
"False"	"IsMasterProtein"	"P07237"	"Protein disulfide-isomerase [OS=Homo sapiens]"	"33"	"11"	"13"	"11"	"508"	"57.1"	"4.87"	"36.54"	"11"	"1"
"False"	"IsMasterProtein"	"P21397"	"Amine oxidase [flavin-containing] A [OS=Homo sapiens]"	"30"	"10"	"12"	"10"	"527"	"59.6"	"7.85"	"34.76"	"10"	"1"
"False"	"IsMasterProtein"	"P62805"	"Histone H4 [OS=Homo sapiens]"	"42"	"5"	"13"	"5"	"103"	"11.4"	"11.36"	"33.83"	"5"	"1"
"False"	"IsMasterProtein"	"Q96KP4"	"Cytosolic non-specific dipeptidase [OS=Homo sapiens]"	"27"	"8"	"12"	"8"	"475"	"52.8"	"5.97"	"33.75"	"8"	"1"
"False"	"IsMasterProtein"	"P13010"	"X-ray repair cross-complementing protein 5 [OS=Homo sapiens]"	"26"	"10"	"12"	"10"	"732"	"82.7"	"5.81"	"33.71"	"10"	"1"
"False"	"IsMasterProtein"	"Q9UM54-6"	"Isoform 6 of Unconventional myosin-VI [OS=Homo sapiens]"	"13"	"12"	"12"	"12"	"1285"	"148.6"	"8.56"	"33.32"	"12"	"1"
"False"	"IsMasterProtein"	"P21333"	"Filamin-A [OS=Homo sapiens]"	"8"	"12"	"12"	"11"	"2647"	"280.6"	"6.06"	"33.12"	"12"	"1"
"False"	"IsMasterProtein"	"P07910-2"	"Isoform C1 of Heterogeneous nuclear ribonucleoproteins C1/C2 [OS=Homo sapiens]"	"27"	"8"	"12"	"1"	"293"	"32.3"	"5.08"	"32.78"	"8"	"1"
"False"	"IsMasterProtein"	"P07910"	"Heterogeneous nuclear ribonucleoproteins C1/C2 [OS=Homo sapiens]"	"30"	"8"	"12"	"1"	"306"	"33.7"	"5.08"	"32.65"	"8"	"1"
"False"	"IsMasterProtein"	"P18669"	"Phosphoglycerate mutase 1 [OS=Homo sapiens]"	"41"	"7"	"12"	"7"	"254"	"28.8"	"7.18"	"32.60"	"7"	"1"
"False"	"IsMasterProtein"	"P23396"	"Small ribosomal subunit protein uS3 [OS=Homo sapiens]"	"42"	"8"	"11"	"8"	"243"	"26.7"	"9.66"	"32.00"	"8"	"1"
"False"	"IsMasterProtein"	"P07737"	"Profilin-1 [OS=Homo sapiens]"	"50"	"5"	"11"	"5"	"140"	"15.0"	"8.27"	"31.96"	"5"	"1"
"False"	"IsMasterProtein"	"Q99497"	"Parkinson disease protein 7 [OS=Homo sapiens]"	"37"	"4"	"9"	"4"	"189"	"19.9"	"6.79"	"31.49"	"4"	"1"
"False"	"IsMasterProtein"	"Q01105"	"Protein SET [OS=Homo sapiens]"	"29"	"5"	"7"	"5"	"290"	"33.5"	"4.32"	"31.48"	"5"	"1"
"False"	"IsMasterProtein"	"P0C0S5"	"Histone H2A.Z [OS=Homo sapiens]"	"36"	"3"	"9"	"2"	"128"	"13.5"	"10.58"	"31.32"	"3"	"1"
"False"	"IsMasterProtein"	"P34932"	"Heat shock 70 kDa protein 4 [OS=Homo sapiens]"	"17"	"10"	"12"	"10"	"840"	"94.3"	"5.19"	"31.08"	"10"	"1"
"False"	"IsMasterProtein"	"P53396"	"ATP-citrate synthase [OS=Homo sapiens]"	"15"	"11"	"12"	"11"	"1101"	"120.8"	"7.33"	"30.97"	"11"	"1"
"False"	"IsMasterProtein"	"P62258"	"14-3-3 protein epsilon [OS=Homo sapiens]"	"35"	"7"	"11"	"6"	"255"	"29.2"	"4.74"	"30.46"	"7"	"1"
"False"	"IsMasterProtein"	"P78527"	"DNA-dependent protein kinase catalytic subunit [OS=Homo sapiens]"	"4"	"12"	"12"	"12"	"4128"	"468.8"	"7.12"	"30.44"	"12"	"1"
"False"	"IsMasterProtein"	"P04792"	"Heat shock protein beta-1 [OS=Homo sapiens]"	"59"	"7"	"10"	"7"	"205"	"22.8"	"6.40"	"30.40"	"7"	"1"
"False"	"IsMasterProtein"	"Q02790"	"Peptidyl-prolyl cis-trans isomerase FKBP4 [OS=Homo sapiens]"	"25"	"8"	"11"	"8"	"459"	"51.8"	"5.43"	"30.21"	"8"	"1"
"False"	"IsMasterProtein"	"P50395"	"Rab GDP dissociation inhibitor beta [OS=Homo sapiens]"	"25"	"8"	"9"	"6"	"445"	"50.6"	"6.47"	"29.55"	"8"	"1"
"False"	"IsMasterProtein"	"Q9UQ80"	"Proliferation-associated protein 2G4 [OS=Homo sapiens]"	"27"	"6"	"9"	"6"	"394"	"43.8"	"6.55"	"29.27"	"6"	"1"
"False"	"IsMasterProtein"	"Q13263"	"Transcription intermediary factor 1-beta [OS=Homo sapiens]"	"26"	"9"	"10"	"9"	"835"	"88.5"	"5.77"	"28.90"	"9"	"1"
"False"	"IsMasterProtein"	"P62937"	"Peptidyl-prolyl cis-trans isomerase A [OS=Homo sapiens]"	"33"	"5"	"12"	"5"	"165"	"18.0"	"7.81"	"28.77"	"5"	"1"
"False"	"IsMasterProtein"	"P61604"	"10 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"56"	"5"	"8"	"5"	"102"	"10.9"	"8.92"	"28.40"	"5"	"1"
"False"	"IsMasterProtein"	"Q00839"	"Heterogeneous nuclear ribonucleoprotein U [OS=Homo sapiens]"	"13"	"6"	"9"	"6"	"825"	"90.5"	"6.00"	"27.52"	"6"	"1"
"False"	"IsMasterProtein"	"P46821"	"Microtubule-associated protein 1B [OS=Homo sapiens]"	"8"	"10"	"10"	"10"	"2468"	"270.5"	"4.81"	"27.44"	"10"	"1"
"False"	"IsMasterProtein"	"P07954"	"Fumarate hydratase, mitochondrial [OS=Homo sapiens]"	"28"	"7"	"9"	"7"	"510"	"54.6"	"8.76"	"27.31"	"7"	"1"
"False"	"IsMasterProtein"	"P31943"	"Heterogeneous nuclear ribonucleoprotein H [OS=Homo sapiens]"	"20"	"6"	"8"	"2"	"449"	"49.2"	"6.30"	"26.90"	"6"	"1"
"False"	"IsMasterProtein"	"P17987"	"T-complex protein 1 subunit alpha [OS=Homo sapiens]"	"25"	"9"	"10"	"9"	"556"	"60.3"	"6.11"	"26.63"	"9"	"1"
"False"	"IsMasterProtein"	"P63104"	"14-3-3 protein zeta/delta [OS=Homo sapiens]"	"29"	"6"	"9"	"4"	"245"	"27.7"	"4.79"	"26.56"	"6"	"1"
"False"	"IsMasterProtein"	"P05388"	"Large ribosomal subunit protein uL10 [OS=Homo sapiens]"	"26"	"5"	"7"	"5"	"317"	"34.3"	"5.97"	"26.49"	"5"	"1"
"False"	"IsMasterProtein"	"P08865"	"Small ribosomal subunit protein uS2 [OS=Homo sapiens]"	"34"	"7"	"9"	"7"	"295"	"32.8"	"4.87"	"26.28"	"7"	"1"
"False"	"IsMasterProtein"	"P05787"	"Keratin, type II cytoskeletal 8 [OS=Homo sapiens]"	"25"	"9"	"10"	"9"	"483"	"53.7"	"5.59"	"25.77"	"9"	"1"
"False"	"IsMasterProtein"	"P32969"	"Large ribosomal subunit protein uL6 [OS=Homo sapiens]"	"43"	"4"	"7"	"4"	"192"	"21.9"	"9.95"	"25.68"	"4"	"1"
"False"	"IsMasterProtein"	"P07195"	"L-lactate dehydrogenase B chain [OS=Homo sapiens]"	"38"	"9"	"10"	"9"	"334"	"36.6"	"6.05"	"25.65"	"9"	"1"
"False"	"IsMasterProtein"	"P07814"	"Bifunctional glutamate/proline--tRNA ligase [OS=Homo sapiens]"	"10"	"9"	"9"	"9"	"1512"	"170.5"	"7.33"	"25.30"	"9"	"1"
"False"	"IsMasterProtein"	"P50990"	"T-complex protein 1 subunit theta [OS=Homo sapiens]"	"22"	"10"	"10"	"10"	"548"	"59.6"	"5.60"	"25.19"	"10"	"1"
"False"	"IsMasterProtein"	"P18085"	"ADP-ribosylation factor 4 [OS=Homo sapiens]"	"50"	"7"	"9"	"4"	"180"	"20.5"	"7.14"	"25.07"	"7"	"1"
"False"	"IsMasterProtein"	"P08133"	"Annexin A6 [OS=Homo sapiens]"	"20"	"10"	"10"	"10"	"673"	"75.8"	"5.60"	"24.94"	"10"	"1"
"False"	"IsMasterProtein"	"P05141"	"ADP/ATP translocase 2 [OS=Homo sapiens]"	"36"	"9"	"10"	"5"	"298"	"32.8"	"9.69"	"24.94"	"9"	"1"
"False"	"IsMasterProtein"	"P61204"	"ADP-ribosylation factor 3 [OS=Homo sapiens]"	"49"	"6"	"8"	"3"	"181"	"20.6"	"7.43"	"24.91"	"6"	"1"
