"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"54"	"23"	"89"	"23"	"573"	"61.0"	"5.87"	"321.69"	"23"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"40"	"61"	"73"	"61"	"2511"	"273.3"	"6.44"	"241.38"	"61"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"28"	"43"	"60"	"38"	"1960"	"226.4"	"5.60"	"188.71"	"43"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"50"	"17"	"59"	"6"	"444"	"49.6"	"4.89"	"185.68"	"17"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"42"	"21"	"56"	"11"	"724"	"83.2"	"5.03"	"180.59"	"21"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"42"	"10"	"52"	"7"	"375"	"41.7"	"5.48"	"166.09"	"10"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"39"	"21"	"52"	"18"	"646"	"70.9"	"5.52"	"163.57"	"21"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"52"	"16"	"44"	"16"	"381"	"42.6"	"5.59"	"159.50"	"16"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"41"	"21"	"49"	"12"	"732"	"84.6"	"5.02"	"157.83"	"21"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"50"	"16"	"48"	"3"	"445"	"49.8"	"4.89"	"145.02"	"16"	"1"
"False"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial [OS=Homo sapiens]"	"63"	"19"	"43"	"19"	"529"	"56.5"	"5.40"	"143.26"	"19"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"44"	"14"	"42"	"5"	"451"	"50.1"	"5.06"	"136.53"	"14"	"1"
"False"	"IsMasterProtein"	"Q00610"	"Clathrin heavy chain 1 [OS=Homo sapiens]"	"29"	"32"	"37"	"32"	"1675"	"191.5"	"5.69"	"133.64"	"32"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"27"	"8"	"37"	"3"	"462"	"50.1"	"9.01"	"131.63"	"8"	"1"
"False"	"IsMasterProtein"	"P13639"	"Elongation factor 2 [OS=Homo sapiens]"	"29"	"19"	"38"	"18"	"858"	"95.3"	"6.83"	"129.50"	"19"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"41"	"21"	"41"	"19"	"654"	"72.3"	"5.16"	"126.23"	"21"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"46"	"17"	"34"	"17"	"531"	"57.9"	"7.84"	"118.62"	"17"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"35"	"12"	"35"	"3"	"448"	"49.9"	"5.06"	"116.54"	"12"	"1"
"False"	"IsMasterProtein"	"P14625"	"Endoplasmin [OS=Homo sapiens]"	"42"	"24"	"37"	"23"	"803"	"92.4"	"4.84"	"112.07"	"24"	"1"
"False"	"IsMasterProtein"	"P25705"	"ATP synthase subunit alpha, mitochondrial [OS=Homo sapiens]"	"38"	"14"	"29"	"14"	"553"	"59.7"	"9.13"	"101.14"	"14"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"49"	"12"	"27"	"12"	"434"	"47.1"	"7.39"	"93.82"	"12"	"1"
"False"	"IsMasterProtein"	"P04350"	"Tubulin beta-4A chain [OS=Homo sapiens]"	"45"	"14"	"31"	"3"	"444"	"49.6"	"4.88"	"93.72"	"14"	"1"
"False"	"IsMasterProtein"	"Q05639"	"Elongation factor 1-alpha 2 [OS=Homo sapiens]"	"33"	"10"	"26"	"5"	"463"	"50.4"	"9.03"	"91.36"	"10"	"1"
"False"	"IsMasterProtein"	"P60842"	"Eukaryotic initiation factor 4A-I [OS=Homo sapiens]"	"49"	"17"	"29"	"15"	"406"	"46.1"	"5.48"	"90.30"	"17"	"1"
"False"	"IsMasterProtein"	"Q14204"	"Cytoplasmic dynein 1 heavy chain 1 [OS=Homo sapiens]"	"10"	"30"	"30"	"30"	"4646"	"532.1"	"6.40"	"87.12"	"30"	"1"
"False"	"IsMasterProtein"	"P30101"	"Protein disulfide-isomerase A3 [OS=Homo sapiens]"	"45"	"18"	"27"	"18"	"505"	"56.7"	"6.35"	"85.74"	"18"	"1"
"False"	"IsMasterProtein"	"P78527"	"DNA-dependent protein kinase catalytic subunit [OS=Homo sapiens]"	"10"	"28"	"28"	"28"	"4128"	"468.8"	"7.12"	"83.30"	"28"	"1"
"False"	"IsMasterProtein"	"P05783"	"Keratin, type I cytoskeletal 18 [OS=Homo sapiens]"	"32"	"7"	"20"	"7"	"430"	"48.0"	"5.45"	"81.67"	"7"	"1"
"False"	"IsMasterProtein"	"P07237"	"Protein disulfide-isomerase [OS=Homo sapiens]"	"52"	"19"	"26"	"19"	"508"	"57.1"	"4.87"	"78.82"	"19"	"1"
"False"	"IsMasterProtein"	"P13010"	"X-ray repair cross-complementing protein 5 [OS=Homo sapiens]"	"38"	"15"	"22"	"15"	"732"	"82.7"	"5.81"	"77.92"	"15"	"1"
