"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"28"	"46"	"58"	"46"	"2511"	"273.3"	"6.44"	"181.10"	"46"	"1"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"40"	"15"	"48"	"15"	"573"	"61.0"	"5.87"	"163.30"	"15"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"36"	"18"	"43"	"9"	"724"	"83.2"	"5.03"	"126.46"	"18"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"32"	"18"	"41"	"10"	"732"	"84.6"	"5.02"	"114.57"	"18"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"24"	"35"	"39"	"30"	"1960"	"226.4"	"5.60"	"113.94"	"35"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"50"	"15"	"37"	"4"	"444"	"49.6"	"4.89"	"112.47"	"15"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"46"	"12"	"32"	"12"	"381"	"42.6"	"5.59"	"107.28"	"12"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"37"	"11"	"30"	"4"	"451"	"50.1"	"5.06"	"97.86"	"11"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"40"	"9"	"34"	"7"	"375"	"41.7"	"5.48"	"97.84"	"9"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"33"	"16"	"34"	"13"	"646"	"70.9"	"5.52"	"94.76"	"16"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"50"	"15"	"28"	"4"	"445"	"49.8"	"4.89"	"83.11"	"15"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"35"	"17"	"28"	"15"	"654"	"72.3"	"5.16"	"81.62"	"17"	"1"
"False"	"IsMasterProtein"	"Q05639"	"Elongation factor 1-alpha 2 [OS=Homo sapiens]"	"35"	"11"	"25"	"5"	"463"	"50.4"	"9.03"	"81.28"	"11"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"31"	"9"	"24"	"2"	"448"	"49.9"	"5.06"	"80.69"	"9"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"21"	"8"	"24"	"2"	"462"	"50.1"	"9.01"	"79.07"	"8"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"40"	"15"	"24"	"15"	"531"	"57.9"	"7.84"	"76.42"	"15"	"1"
"False"	"IsMasterProtein"	"P13639"	"Elongation factor 2 [OS=Homo sapiens]"	"21"	"15"	"24"	"14"	"858"	"95.3"	"6.83"	"72.43"	"15"	"1"
"False"	"IsMasterProtein"	"P25705"	"ATP synthase subunit alpha, mitochondrial [OS=Homo sapiens]"	"35"	"13"	"21"	"13"	"553"	"59.7"	"9.13"	"67.55"	"13"	"1"
"False"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial [OS=Homo sapiens]"	"41"	"14"	"20"	"14"	"529"	"56.5"	"5.40"	"66.00"	"14"	"1"
"False"	"IsMasterProtein"	"P05783"	"Keratin, type I cytoskeletal 18 [OS=Homo sapiens]"	"39"	"8"	"18"	"8"	"430"	"48.0"	"5.45"	"65.21"	"8"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"44"	"10"	"19"	"10"	"434"	"47.1"	"7.39"	"64.41"	"10"	"1"
"False"	"IsMasterProtein"	"P60842"	"Eukaryotic initiation factor 4A-I [OS=Homo sapiens]"	"41"	"13"	"23"	"13"	"406"	"46.1"	"5.48"	"63.87"	"13"	"1"
"False"	"IsMasterProtein"	"P14625"	"Endoplasmin [OS=Homo sapiens]"	"27"	"16"	"21"	"15"	"803"	"92.4"	"4.84"	"62.31"	"16"	"1"
"False"	"IsMasterProtein"	"Q00610"	"Clathrin heavy chain 1 [OS=Homo sapiens]"	"15"	"16"	"17"	"16"	"1675"	"191.5"	"5.69"	"57.92"	"16"	"1"
"False"	"IsMasterProtein"	"Q13509"	"Tubulin beta-3 chain [OS=Homo sapiens]"	"26"	"9"	"21"	"1"	"450"	"50.4"	"4.93"	"57.26"	"9"	"1"
"False"	"IsMasterProtein"	"P68032"	"Actin, alpha cardiac muscle 1 [OS=Homo sapiens]"	"14"	"3"	"18"	"1"	"377"	"42.0"	"5.39"	"55.66"	"3"	"1"
"False"	"IsMasterProtein"	"P30101"	"Protein disulfide-isomerase A3 [OS=Homo sapiens]"	"40"	"15"	"18"	"15"	"505"	"56.7"	"6.35"	"53.87"	"15"	"1"
