"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"53"	"21"	"69"	"21"	"573"	"61.0"	"5.87"	"246.62"	"21"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"33"	"51"	"67"	"51"	"2511"	"273.3"	"6.44"	"225.67"	"51"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"46"	"10"	"59"	"7"	"375"	"41.7"	"5.48"	"183.61"	"10"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"42"	"22"	"51"	"12"	"724"	"83.2"	"5.03"	"169.65"	"22"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"28"	"42"	"51"	"38"	"1960"	"226.4"	"5.60"	"158.07"	"42"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"50"	"16"	"52"	"5"	"444"	"49.6"	"4.89"	"157.41"	"16"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"49"	"13"	"48"	"13"	"381"	"42.6"	"5.59"	"156.83"	"13"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"50"	"15"	"47"	"4"	"445"	"49.8"	"4.89"	"141.61"	"15"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"37"	"12"	"46"	"4"	"451"	"50.1"	"5.06"	"138.67"	"12"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"39"	"20"	"45"	"11"	"732"	"84.6"	"5.02"	"138.45"	"20"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"39"	"20"	"40"	"17"	"646"	"70.9"	"5.52"	"122.47"	"20"	"1"
"False"	"IsMasterProtein"	"P13639"	"Elongation factor 2 [OS=Homo sapiens]"	"26"	"18"	"33"	"18"	"858"	"95.3"	"6.83"	"118.27"	"18"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"49"	"12"	"36"	"12"	"434"	"47.1"	"7.39"	"117.98"	"12"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"37"	"19"	"36"	"17"	"654"	"72.3"	"5.16"	"111.60"	"19"	"1"
