"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P04264"	"Keratin, type II cytoskeletal 1 [OS=Homo sapiens]"	"34"	"15"	"28"	"12"	"644"	"66.0"	"8.12"	"91.36"	"15"	"1"
"False"	"IsMasterProtein"	"P13645"	"Keratin, type I cytoskeletal 10 [OS=Homo sapiens]"	"34"	"15"	"32"	"14"	"584"	"58.8"	"5.21"	"91.03"	"15"	"1"
"False"	"IsMasterProtein"	"P35908"	"Keratin, type II cytoskeletal 2 epidermal [OS=Homo sapiens]"	"38"	"16"	"25"	"11"	"639"	"65.4"	"8.00"	"63.51"	"16"	"1"
"False"	"IsMasterProtein"	"P35527"	"Keratin, type I cytoskeletal 9 [OS=Homo sapiens]"	"24"	"9"	"14"	"9"	"623"	"62.0"	"5.24"	"44.86"	"9"	"1"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"32"	"11"	"11"	"11"	"573"	"61.0"	"5.87"	"35.23"	"11"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"24"	"7"	"11"	"1"	"451"	"50.1"	"5.06"	"33.32"	"7"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"25"	"7"	"11"	"1"	"448"	"49.9"	"5.06"	"33.17"	"7"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"19"	"7"	"10"	"2"	"462"	"50.1"	"9.01"	"28.77"	"7"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"21"	"7"	"9"	"2"	"444"	"49.6"	"4.89"	"22.98"	"7"	"1"
"False"	"IsMasterProtein"	"P13647"	"Keratin, type II cytoskeletal 5 [OS=Homo sapiens]"	"10"	"6"	"9"	"2"	"590"	"62.3"	"7.74"	"21.36"	"6"	"1"
"False"	"IsMasterProtein"	"Q05639"	"Elongation factor 1-alpha 2 [OS=Homo sapiens]"	"14"	"6"	"8"	"1"	"463"	"50.4"	"9.03"	"20.95"	"6"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"30"	"6"	"7"	"6"	"381"	"42.6"	"5.59"	"20.50"	"6"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"14"	"8"	"8"	"2"	"732"	"84.6"	"5.02"	"20.11"	"8"	"1"
"False"	"IsMasterProtein"	"P04406"	"Glyceraldehyde-3-phosphate dehydrogenase [OS=Homo sapiens]"	"33"	"6"	"7"	"6"	"335"	"36.0"	"8.46"	"19.97"	"6"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"24"	"7"	"7"	"2"	"445"	"49.8"	"4.89"	"19.80"	"7"	"1"
