"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"32"	"11"	"13"	"11"	"573"	"61.0"	"5.87"	"41.49"	"11"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"20"	"7"	"12"	"2"	"462"	"50.1"	"9.01"	"37.27"	"7"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"19"	"11"	"13"	"6"	"724"	"83.2"	"5.03"	"33.62"	"11"	"1"
"False"	"IsMasterProtein"	"Q05639"	"Elongation factor 1-alpha 2 [OS=Homo sapiens]"	"18"	"6"	"9"	"1"	"463"	"50.4"	"9.03"	"26.37"	"6"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"20"	"6"	"10"	"2"	"451"	"50.1"	"5.06"	"25.72"	"6"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"21"	"9"	"9"	"7"	"654"	"72.3"	"5.16"	"24.25"	"9"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"15"	"5"	"9"	"4"	"375"	"41.7"	"5.48"	"24.03"	"5"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"5"	"8"	"9"	"8"	"2511"	"273.3"	"6.44"	"23.72"	"8"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"29"	"6"	"8"	"6"	"381"	"42.6"	"5.59"	"23.65"	"6"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"20"	"6"	"9"	"2"	"448"	"49.9"	"5.06"	"22.69"	"6"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"19"	"8"	"9"	"6"	"646"	"70.9"	"5.52"	"22.08"	"8"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"6"	"8"	"8"	"8"	"1960"	"226.4"	"5.60"	"19.88"	"8"	"1"
"False"	"IsMasterProtein"	"P14625"	"Endoplasmin [OS=Homo sapiens]"	"11"	"6"	"7"	"5"	"803"	"92.4"	"4.84"	"19.63"	"6"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"14"	"7"	"8"	"3"	"732"	"84.6"	"5.02"	"19.30"	"7"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"23"	"7"	"7"	"7"	"444"	"49.6"	"4.89"	"18.66"	"7"	"1"
"False"	"IsMasterProtein"	"P27797"	"Calreticulin [OS=Homo sapiens]"	"20"	"5"	"6"	"5"	"417"	"48.1"	"4.44"	"17.73"	"5"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"24"	"6"	"6"	"6"	"434"	"47.1"	"7.39"	"17.19"	"6"	"1"
"False"	"IsMasterProtein"	"P04075"	"Fructose-bisphosphate aldolase A [OS=Homo sapiens]"	"24"	"5"	"6"	"5"	"364"	"39.4"	"8.09"	"17.07"	"5"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"15"	"6"	"6"	"6"	"531"	"57.9"	"7.84"	"16.57"	"6"	"1"
"False"	"IsMasterProtein"	"P60842"	"Eukaryotic initiation factor 4A-I [OS=Homo sapiens]"	"22"	"6"	"7"	"6"	"406"	"46.1"	"5.48"	"16.38"	"6"	"1"
"False"	"IsMasterProtein"	"P04406"	"Glyceraldehyde-3-phosphate dehydrogenase [OS=Homo sapiens]"	"18"	"3"	"5"	"3"	"335"	"36.0"	"8.46"	"15.40"	"3"	"1"
"False"	"IsMasterProtein"	"Q00610"	"Clathrin heavy chain 1 [OS=Homo sapiens]"	"5"	"5"	"5"	"5"	"1675"	"191.5"	"5.69"	"14.58"	"5"	"1"
"False"	"IsMasterProtein"	"P30041"	"Peroxiredoxin-6 [OS=Homo sapiens]"	"23"	"4"	"5"	"4"	"224"	"25.0"	"6.38"	"14.44"	"4"	"1"
