"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"51"	"13"	"60"	"7"	"375"	"41.7"	"5.48"	"162.94"	"13"	"1"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"53"	"20"	"46"	"20"	"573"	"61.0"	"5.87"	"159.78"	"20"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"28"	"40"	"49"	"40"	"2511"	"273.3"	"6.44"	"143.43"	"40"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"41"	"20"	"42"	"9"	"724"	"83.2"	"5.03"	"123.32"	"20"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"48"	"15"	"31"	"6"	"444"	"49.6"	"4.89"	"103.03"	"15"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"48"	"15"	"32"	"3"	"445"	"49.8"	"4.89"	"100.93"	"15"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"33"	"18"	"36"	"8"	"732"	"84.6"	"5.02"	"100.35"	"18"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"31"	"10"	"30"	"4"	"462"	"50.1"	"9.01"	"99.49"	"10"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"37"	"12"	"32"	"4"	"451"	"50.1"	"5.06"	"99.13"	"12"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"42"	"18"	"36"	"15"	"646"	"70.9"	"5.52"	"98.52"	"18"	"1"
