"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"54"	"22"	"64"	"22"	"573"	"61.0"	"5.87"	"217.53"	"22"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"46"	"12"	"60"	"9"	"375"	"41.7"	"5.48"	"186.82"	"12"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"31"	"48"	"56"	"48"	"2511"	"273.3"	"6.44"	"171.55"	"48"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"50"	"16"	"52"	"6"	"444"	"49.6"	"4.89"	"163.49"	"16"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"26"	"38"	"49"	"33"	"1960"	"226.4"	"5.60"	"144.44"	"38"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"50"	"16"	"47"	"3"	"445"	"49.8"	"4.89"	"138.52"	"16"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"38"	"20"	"43"	"17"	"646"	"70.9"	"5.52"	"129.88"	"20"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"42"	"13"	"40"	"5"	"451"	"50.1"	"5.06"	"127.06"	"13"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"42"	"20"	"40"	"10"	"724"	"83.2"	"5.03"	"121.56"	"20"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"46"	"12"	"36"	"12"	"381"	"42.6"	"5.59"	"117.33"	"12"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"33"	"18"	"35"	"9"	"732"	"84.6"	"5.02"	"106.85"	"18"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"42"	"16"	"31"	"16"	"531"	"57.9"	"7.84"	"104.13"	"16"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"31"	"10"	"32"	"2"	"448"	"49.9"	"5.06"	"103.42"	"10"	"1"
"False"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial [OS=Homo sapiens]"	"59"	"19"	"34"	"19"	"529"	"56.5"	"5.40"	"103.07"	"19"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"40"	"19"	"35"	"17"	"654"	"72.3"	"5.16"	"102.56"	"19"	"1"
"False"	"IsMasterProtein"	"P13639"	"Elongation factor 2 [OS=Homo sapiens]"	"22"	"13"	"28"	"13"	"858"	"95.3"	"6.83"	"98.70"	"13"	"1"
