"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"48"	"20"	"66"	"20"	"573"	"61.0"	"5.87"	"227.60"	"20"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"30"	"49"	"61"	"49"	"2511"	"273.3"	"6.44"	"210.99"	"49"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"46"	"10"	"53"	"7"	"375"	"41.7"	"5.48"	"182.76"	"10"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"49"	"14"	"47"	"14"	"381"	"42.6"	"5.59"	"177.95"	"14"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"26"	"39"	"51"	"35"	"1960"	"226.4"	"5.60"	"168.03"	"39"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"38"	"19"	"49"	"10"	"724"	"83.2"	"5.03"	"159.20"	"19"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"47"	"16"	"51"	"6"	"444"	"49.6"	"4.89"	"155.91"	"16"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"37"	"19"	"48"	"11"	"732"	"84.6"	"5.02"	"147.50"	"19"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"51"	"23"	"48"	"20"	"646"	"70.9"	"5.52"	"145.60"	"23"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"33"	"11"	"43"	"4"	"451"	"50.1"	"5.06"	"140.01"	"11"	"1"
"False"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial [OS=Homo sapiens]"	"49"	"17"	"37"	"17"	"529"	"56.5"	"5.40"	"127.33"	"17"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"27"	"9"	"38"	"2"	"448"	"49.9"	"5.06"	"126.15"	"9"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"21"	"8"	"35"	"2"	"462"	"50.1"	"9.01"	"122.47"	"8"	"1"
