"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P04264"	"Keratin, type II cytoskeletal 1 [OS=Homo sapiens]"	"31"	"13"	"17"	"12"	"644"	"66.0"	"8.12"	"48.95"	"13"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"31"	"9"	"15"	"9"	"451"	"50.1"	"5.06"	"43.78"	"9"	"1"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"30"	"9"	"11"	"9"	"573"	"61.0"	"5.87"	"35.95"	"9"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"31"	"7"	"9"	"7"	"381"	"42.6"	"5.59"	"26.69"	"7"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"31"	"8"	"9"	"4"	"444"	"49.6"	"4.89"	"24.68"	"8"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"39"	"8"	"9"	"6"	"375"	"41.7"	"5.48"	"23.98"	"8"	"1"
"False"	"IsMasterProtein"	"P30101"	"Protein disulfide-isomerase A3 [OS=Homo sapiens]"	"23"	"9"	"9"	"9"	"505"	"56.7"	"6.35"	"21.28"	"9"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"5"	"7"	"7"	"7"	"2511"	"273.3"	"6.44"	"19.64"	"7"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"20"	"7"	"7"	"7"	"531"	"57.9"	"7.84"	"18.46"	"7"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"15"	"7"	"7"	"6"	"646"	"70.9"	"5.52"	"18.34"	"7"	"1"
"False"	"IsMasterProtein"	"P04075"	"Fructose-bisphosphate aldolase A [OS=Homo sapiens]"	"20"	"5"	"6"	"5"	"364"	"39.4"	"8.09"	"17.23"	"5"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"15"	"5"	"6"	"5"	"462"	"50.1"	"9.01"	"16.80"	"5"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"29"	"6"	"6"	"6"	"434"	"47.1"	"7.39"	"16.37"	"6"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"9"	"5"	"5"	"2"	"732"	"84.6"	"5.02"	"15.54"	"5"	"1"
"False"	"IsMasterProtein"	"P30041"	"Peroxiredoxin-6 [OS=Homo sapiens]"	"29"	"4"	"5"	"4"	"224"	"25.0"	"6.38"	"15.42"	"4"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"20"	"5"	"5"	"1"	"445"	"49.8"	"4.89"	"14.88"	"5"	"1"
"False"	"IsMasterProtein"	"P35527"	"Keratin, type I cytoskeletal 9 [OS=Homo sapiens]"	"12"	"5"	"5"	"5"	"623"	"62.0"	"5.24"	"14.58"	"5"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"12"	"5"	"5"	"2"	"724"	"83.2"	"5.03"	"13.45"	"5"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"11"	"5"	"5"	"4"	"654"	"72.3"	"5.16"	"13.22"	"5"	"1"
"False"	"IsMasterProtein"	"P06899"	"Histone H2B type 1-J [OS=Homo sapiens]"	"19"	"2"	"5"	"2"	"126"	"13.9"	"10.32"	"13.04"	"2"	"1"
"False"	"IsMasterProtein"	"P05787"	"Keratin, type II cytoskeletal 8 [OS=Homo sapiens]"	"8"	"4"	"5"	"3"	"483"	"53.7"	"5.59"	"12.61"	"4"	"1"
"False"	"IsMasterProtein"	"P04406"	"Glyceraldehyde-3-phosphate dehydrogenase [OS=Homo sapiens]"	"16"	"3"	"3"	"3"	"335"	"36.0"	"8.46"	"11.75"	"3"	"1"
"False"	"IsMasterProtein"	"P32119"	"Peroxiredoxin-2 [OS=Homo sapiens]"	"20"	"4"	"4"	"3"	"198"	"21.9"	"5.97"	"11.15"	"4"	"1"
"False"	"IsMasterProtein"	"P68032"	"Actin, alpha cardiac muscle 1 [OS=Homo sapiens]"	"14"	"3"	"4"	"1"	"377"	"42.0"	"5.39"	"9.87"	"3"	"1"
