"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"46"	"10"	"57"	"7"	"375"	"41.7"	"5.48"	"164.90"	"10"	"1"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"50"	"17"	"50"	"17"	"573"	"61.0"	"5.87"	"164.78"	"17"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"37"	"20"	"44"	"8"	"724"	"83.2"	"5.03"	"137.30"	"20"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"24"	"37"	"42"	"37"	"2511"	"273.3"	"6.44"	"129.73"	"37"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"50"	"17"	"38"	"7"	"444"	"49.6"	"4.89"	"116.64"	"17"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"38"	"19"	"40"	"8"	"732"	"84.6"	"5.02"	"111.47"	"19"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"37"	"12"	"36"	"4"	"451"	"50.1"	"5.06"	"110.38"	"12"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"37"	"18"	"39"	"15"	"646"	"70.9"	"5.52"	"110.35"	"18"	"1"
"False"	"IsMasterProtein"	"P13639"	"Elongation factor 2 [OS=Homo sapiens]"	"27"	"18"	"30"	"18"	"858"	"95.3"	"6.83"	"96.31"	"18"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"22"	"31"	"34"	"27"	"1960"	"226.4"	"5.60"	"95.28"	"31"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"46"	"10"	"29"	"10"	"381"	"42.6"	"5.59"	"94.00"	"10"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"31"	"10"	"28"	"2"	"448"	"49.9"	"5.06"	"86.62"	"10"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"25"	"7"	"27"	"3"	"462"	"50.1"	"9.01"	"85.30"	"7"	"1"
"False"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial [OS=Homo sapiens]"	"51"	"18"	"30"	"18"	"529"	"56.5"	"5.40"	"83.77"	"18"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"50"	"15"	"28"	"5"	"445"	"49.8"	"4.89"	"82.82"	"15"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"37"	"18"	"27"	"16"	"654"	"72.3"	"5.16"	"78.44"	"18"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"42"	"10"	"24"	"10"	"434"	"47.1"	"7.39"	"76.47"	"10"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"38"	"14"	"24"	"14"	"531"	"57.9"	"7.84"	"74.70"	"14"	"1"
"False"	"IsMasterProtein"	"P57053"	"Histone H2B type F-S [OS=Homo sapiens]"	"19"	"2"	"22"	"2"	"126"	"13.9"	"10.37"	"68.94"	"2"	"1"
