"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"55"	"23"	"76"	"23"	"573"	"61.0"	"5.87"	"272.46"	"23"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"36"	"57"	"73"	"57"	"2511"	"273.3"	"6.44"	"242.58"	"57"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"47"	"12"	"68"	"8"	"375"	"41.7"	"5.48"	"217.21"	"12"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"43"	"22"	"63"	"11"	"724"	"83.2"	"5.03"	"199.76"	"22"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"28"	"43"	"61"	"39"	"1960"	"226.4"	"5.60"	"190.36"	"43"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"50"	"16"	"56"	"5"	"444"	"49.6"	"4.89"	"178.10"	"16"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"50"	"16"	"52"	"3"	"445"	"49.8"	"4.89"	"162.49"	"16"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"39"	"20"	"55"	"10"	"732"	"84.6"	"5.02"	"159.60"	"20"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"49"	"24"	"54"	"21"	"646"	"70.9"	"5.52"	"157.19"	"24"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"52"	"15"	"43"	"15"	"381"	"42.6"	"5.59"	"154.33"	"15"	"1"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"42"	"13"	"46"	"5"	"451"	"50.1"	"5.06"	"151.36"	"13"	"1"
"False"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial [OS=Homo sapiens]"	"67"	"21"	"46"	"21"	"529"	"56.5"	"5.40"	"147.95"	"21"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"31"	"11"	"40"	"5"	"462"	"50.1"	"9.01"	"130.14"	"11"	"1"
"False"	"IsMasterProtein"	"Q05639"	"Elongation factor 1-alpha 2 [OS=Homo sapiens]"	"35"	"12"	"36"	"6"	"463"	"50.4"	"9.03"	"120.99"	"12"	"1"
"False"	"IsMasterProtein"	"P68366"	"Tubulin alpha-4A chain [OS=Homo sapiens]"	"31"	"10"	"36"	"2"	"448"	"49.9"	"5.06"	"120.59"	"10"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"39"	"20"	"38"	"18"	"654"	"72.3"	"5.16"	"118.71"	"20"	"1"
"False"	"IsMasterProtein"	"P04350"	"Tubulin beta-4A chain [OS=Homo sapiens]"	"41"	"13"	"35"	"2"	"444"	"49.6"	"4.88"	"111.80"	"13"	"1"
"False"	"IsMasterProtein"	"P14625"	"Endoplasmin [OS=Homo sapiens]"	"42"	"24"	"37"	"23"	"803"	"92.4"	"4.84"	"111.38"	"24"	"1"
"False"	"IsMasterProtein"	"Q00610"	"Clathrin heavy chain 1 [OS=Homo sapiens]"	"31"	"31"	"33"	"31"	"1675"	"191.5"	"5.69"	"106.37"	"31"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"40"	"15"	"30"	"15"	"531"	"57.9"	"7.84"	"104.35"	"15"	"1"
"False"	"IsMasterProtein"	"P13639"	"Elongation factor 2 [OS=Homo sapiens]"	"25"	"16"	"29"	"16"	"858"	"95.3"	"6.83"	"99.92"	"16"	"1"
"False"	"IsMasterProtein"	"P25705"	"ATP synthase subunit alpha, mitochondrial [OS=Homo sapiens]"	"44"	"18"	"31"	"18"	"553"	"59.7"	"9.13"	"98.95"	"18"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"45"	"11"	"25"	"11"	"434"	"47.1"	"7.39"	"88.64"	"11"	"1"
"False"	"IsMasterProtein"	"P60842"	"Eukaryotic initiation factor 4A-I [OS=Homo sapiens]"	"47"	"16"	"28"	"16"	"406"	"46.1"	"5.48"	"85.94"	"16"	"1"
"False"	"IsMasterProtein"	"P05783"	"Keratin, type I cytoskeletal 18 [OS=Homo sapiens]"	"32"	"7"	"22"	"7"	"430"	"48.0"	"5.45"	"84.12"	"7"	"1"
"False"	"IsMasterProtein"	"Q6FI13"	"Histone H2A type 2-A [OS=Homo sapiens]"	"42"	"3"	"20"	"2"	"130"	"14.1"	"10.90"	"78.44"	"3"	"1"
"False"	"IsMasterProtein"	"P68032"	"Actin, alpha cardiac muscle 1 [OS=Homo sapiens]"	"21"	"6"	"24"	"2"	"377"	"42.0"	"5.39"	"78.09"	"6"	"1"
"False"	"IsMasterProtein"	"Q13509"	"Tubulin beta-3 chain [OS=Homo sapiens]"	"32"	"10"	"26"	"2"	"450"	"50.4"	"4.93"	"76.97"	"10"	"1"
"False"	"IsMasterProtein"	"P07237"	"Protein disulfide-isomerase [OS=Homo sapiens]"	"46"	"16"	"25"	"16"	"508"	"57.1"	"4.87"	"74.53"	"16"	"1"
"False"	"IsMasterProtein"	"P61978"	"Heterogeneous nuclear ribonucleoprotein K [OS=Homo sapiens]"	"36"	"13"	"25"	"13"	"463"	"50.9"	"5.54"	"72.31"	"13"	"1"
"False"	"IsMasterProtein"	"P27797"	"Calreticulin [OS=Homo sapiens]"	"36"	"10"	"22"	"10"	"417"	"48.1"	"4.44"	"71.38"	"10"	"1"
"False"	"IsMasterProtein"	"P04075"	"Fructose-bisphosphate aldolase A [OS=Homo sapiens]"	"45"	"10"	"21"	"10"	"364"	"39.4"	"8.09"	"71.29"	"10"	"1"
"False"	"IsMasterProtein"	"P30101"	"Protein disulfide-isomerase A3 [OS=Homo sapiens]"	"38"	"15"	"22"	"15"	"505"	"56.7"	"6.35"	"71.25"	"15"	"1"
"False"	"IsMasterProtein"	"O43707"	"Alpha-actinin-4 [OS=Homo sapiens]"	"32"	"19"	"21"	"15"	"911"	"104.8"	"5.44"	"69.09"	"19"	"1"
"False"	"IsMasterProtein"	"P05141"	"ADP/ATP translocase 2 [OS=Homo sapiens]"	"52"	"14"	"25"	"6"	"298"	"32.8"	"9.69"	"68.02"	"14"	"1"
"False"	"IsMasterProtein"	"P55072"	"Transitional endoplasmic reticulum ATPase [OS=Homo sapiens]"	"27"	"16"	"22"	"16"	"806"	"89.3"	"5.26"	"67.59"	"16"	"1"
"False"	"IsMasterProtein"	"P22626"	"Heterogeneous nuclear ribonucleoproteins A2/B1 [OS=Homo sapiens]"	"43"	"12"	"23"	"10"	"353"	"37.4"	"8.95"	"67.54"	"12"	"1"
"False"	"IsMasterProtein"	"P06899"	"Histone H2B type 1-J [OS=Homo sapiens]"	"12"	"1"	"20"	"1"	"126"	"13.9"	"10.32"	"67.45"	"1"	"1"
"False"	"IsMasterProtein"	"P13010"	"X-ray repair cross-complementing protein 5 [OS=Homo sapiens]"	"30"	"12"	"19"	"12"	"732"	"82.7"	"5.81"	"67.31"	"12"	"1"
"False"	"IsMasterProtein"	"Q14204"	"Cytoplasmic dynein 1 heavy chain 1 [OS=Homo sapiens]"	"8"	"23"	"23"	"23"	"4646"	"532.1"	"6.40"	"66.43"	"23"	"1"
"False"	"IsMasterProtein"	"P26599"	"Polypyrimidine tract-binding protein 1 [OS=Homo sapiens]"	"47"	"13"	"16"	"13"	"557"	"59.6"	"9.16"	"64.22"	"13"	"1"
"False"	"IsMasterProtein"	"P22314"	"Ubiquitin-like modifier-activating enzyme 1 [OS=Homo sapiens]"	"28"	"18"	"19"	"18"	"1058"	"117.8"	"5.76"	"63.56"	"18"	"1"
"False"	"IsMasterProtein"	"P78527"	"DNA-dependent protein kinase catalytic subunit [OS=Homo sapiens]"	"8"	"24"	"24"	"24"	"4128"	"468.8"	"7.12"	"63.18"	"24"	"1"
"False"	"IsMasterProtein"	"Q7KZF4"	"Staphylococcal nuclease domain-containing protein 1 [OS=Homo sapiens]"	"34"	"18"	"20"	"18"	"910"	"101.9"	"7.17"	"61.74"	"18"	"1"
"False"	"IsMasterProtein"	"P46821"	"Microtubule-associated protein 1B [OS=Homo sapiens]"	"14"	"19"	"20"	"19"	"2468"	"270.5"	"4.81"	"60.92"	"19"	"1"
"False"	"IsMasterProtein"	"P16104"	"Histone H2AX [OS=Homo sapiens]"	"41"	"3"	"15"	"2"	"143"	"15.1"	"10.74"	"60.79"	"3"	"1"
"False"	"IsMasterProtein"	"P21397"	"Amine oxidase [flavin-containing] A [OS=Homo sapiens]"	"40"	"14"	"20"	"14"	"527"	"59.6"	"7.85"	"60.57"	"14"	"1"
"False"	"IsMasterProtein"	"P30041"	"Peroxiredoxin-6 [OS=Homo sapiens]"	"62"	"11"	"18"	"11"	"224"	"25.0"	"6.38"	"60.10"	"11"	"1"
"False"	"IsMasterProtein"	"Q9UM54-6"	"Isoform 6 of Unconventional myosin-VI [OS=Homo sapiens]"	"16"	"16"	"20"	"16"	"1285"	"148.6"	"8.56"	"58.05"	"16"	"1"
"False"	"IsMasterProtein"	"P04792"	"Heat shock protein beta-1 [OS=Homo sapiens]"	"68"	"9"	"16"	"9"	"205"	"22.8"	"6.40"	"56.70"	"9"	"1"
"False"	"IsMasterProtein"	"P21333"	"Filamin-A [OS=Homo sapiens]"	"13"	"19"	"20"	"17"	"2647"	"280.6"	"6.06"	"56.50"	"19"	"1"
"False"	"IsMasterProtein"	"Q13263"	"Transcription intermediary factor 1-beta [OS=Homo sapiens]"	"30"	"12"	"16"	"12"	"835"	"88.5"	"5.77"	"54.32"	"12"	"1"
"False"	"IsMasterProtein"	"Q00796"	"Sorbitol dehydrogenase [OS=Homo sapiens]"	"30"	"8"	"16"	"8"	"357"	"38.3"	"7.97"	"54.11"	"8"	"1"
"False"	"IsMasterProtein"	"Q92616"	"Stalled ribosome sensor GCN1 [OS=Homo sapiens]"	"11"	"18"	"20"	"18"	"2671"	"292.5"	"7.43"	"53.56"	"18"	"1"
"False"	"IsMasterProtein"	"P38646"	"Stress-70 protein, mitochondrial [OS=Homo sapiens]"	"28"	"14"	"17"	"14"	"679"	"73.6"	"6.16"	"53.40"	"14"	"1"
"False"	"IsMasterProtein"	"P53396"	"ATP-citrate synthase [OS=Homo sapiens]"	"23"	"17"	"19"	"17"	"1101"	"120.8"	"7.33"	"53.17"	"17"	"1"
"False"	"IsMasterProtein"	"P78371"	"T-complex protein 1 subunit beta [OS=Homo sapiens]"	"34"	"13"	"15"	"13"	"535"	"57.5"	"6.46"	"52.58"	"13"	"1"
"False"	"IsMasterProtein"	"Q12906"	"Interleukin enhancer-binding factor 3 [OS=Homo sapiens]"	"19"	"12"	"17"	"12"	"894"	"95.3"	"8.76"	"52.26"	"12"	"1"
"False"	"IsMasterProtein"	"P05023"	"Sodium/potassium-transporting ATPase subunit alpha-1 [OS=Homo sapiens]"	"22"	"15"	"18"	"15"	"1023"	"112.8"	"5.49"	"52.01"	"15"	"1"
"False"	"IsMasterProtein"	"P04406"	"Glyceraldehyde-3-phosphate dehydrogenase [OS=Homo sapiens]"	"44"	"10"	"16"	"10"	"335"	"36.0"	"8.46"	"51.83"	"10"	"1"
"False"	"IsMasterProtein"	"P07814"	"Bifunctional glutamate/proline--tRNA ligase [OS=Homo sapiens]"	"19"	"17"	"18"	"17"	"1512"	"170.5"	"7.33"	"51.82"	"17"	"1"
"False"	"IsMasterProtein"	"P40926"	"Malate dehydrogenase, mitochondrial [OS=Homo sapiens]"	"34"	"8"	"17"	"8"	"338"	"35.5"	"8.68"	"51.27"	"8"	"1"
"False"	"IsMasterProtein"	"P23396"	"Small ribosomal subunit protein uS3 [OS=Homo sapiens]"	"53"	"10"	"18"	"10"	"243"	"26.7"	"9.66"	"51.23"	"10"	"1"
"False"	"IsMasterProtein"	"P06748"	"Nucleophosmin [OS=Homo sapiens]"	"37"	"6"	"14"	"6"	"294"	"32.6"	"4.78"	"49.68"	"6"	"1"
"False"	"IsMasterProtein"	"P12956"	"X-ray repair cross-complementing protein 6 [OS=Homo sapiens]"	"30"	"16"	"17"	"15"	"609"	"69.8"	"6.64"	"49.41"	"16"	"1"
"False"	"IsMasterProtein"	"Q96KP4"	"Cytosolic non-specific dipeptidase [OS=Homo sapiens]"	"39"	"13"	"16"	"13"	"475"	"52.8"	"5.97"	"47.82"	"13"	"1"
"False"	"IsMasterProtein"	"Q99497"	"Parkinson disease protein 7 [OS=Homo sapiens]"	"40"	"5"	"13"	"5"	"189"	"19.9"	"6.79"	"47.72"	"5"	"1"
"False"	"IsMasterProtein"	"P00558"	"Phosphoglycerate kinase 1 [OS=Homo sapiens]"	"32"	"10"	"15"	"10"	"417"	"44.6"	"8.10"	"46.75"	"10"	"1"
