"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Number of Protein Groups"
"False"	"IsMasterProtein"	"P68363"	"Tubulin alpha-1B chain [OS=Homo sapiens]"	"26"	"8"	"15"	"8"	"451"	"50.1"	"5.06"	"43.10"	"8"	"1"
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]"	"32"	"12"	"13"	"12"	"573"	"61.0"	"5.87"	"41.40"	"12"	"1"
"False"	"IsMasterProtein"	"P68104"	"Elongation factor 1-alpha 1 [OS=Homo sapiens]"	"20"	"7"	"14"	"2"	"462"	"50.1"	"9.01"	"41.03"	"7"	"1"
"False"	"IsMasterProtein"	"P07437"	"Tubulin beta chain [OS=Homo sapiens]"	"35"	"11"	"15"	"5"	"444"	"49.6"	"4.89"	"40.18"	"11"	"1"
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase [OS=Homo sapiens]"	"9"	"13"	"13"	"13"	"2511"	"273.3"	"6.44"	"38.09"	"13"	"1"
"False"	"IsMasterProtein"	"Q05639"	"Elongation factor 1-alpha 2 [OS=Homo sapiens]"	"20"	"7"	"13"	"2"	"463"	"50.4"	"9.03"	"34.41"	"7"	"1"
"False"	"IsMasterProtein"	"P08238"	"Heat shock protein HSP 90-beta [OS=Homo sapiens]"	"19"	"11"	"12"	"5"	"724"	"83.2"	"5.03"	"31.65"	"11"	"1"
"False"	"IsMasterProtein"	"P60709"	"Actin, cytoplasmic 1 [OS=Homo sapiens]"	"24"	"6"	"11"	"4"	"375"	"41.7"	"5.48"	"30.57"	"6"	"1"
"False"	"IsMasterProtein"	"P06733"	"Alpha-enolase [OS=Homo sapiens]"	"29"	"7"	"11"	"7"	"434"	"47.1"	"7.39"	"30.12"	"7"	"1"
"False"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain [OS=Homo sapiens]"	"25"	"9"	"11"	"3"	"445"	"49.8"	"4.89"	"27.62"	"9"	"1"
"False"	"IsMasterProtein"	"P25705"	"ATP synthase subunit alpha, mitochondrial [OS=Homo sapiens]"	"24"	"9"	"10"	"9"	"553"	"59.7"	"9.13"	"27.45"	"9"	"1"
"False"	"IsMasterProtein"	"P07900"	"Heat shock protein HSP 90-alpha [OS=Homo sapiens]"	"15"	"9"	"9"	"4"	"732"	"84.6"	"5.02"	"24.98"	"9"	"1"
"False"	"IsMasterProtein"	"P04406"	"Glyceraldehyde-3-phosphate dehydrogenase [OS=Homo sapiens]"	"24"	"5"	"6"	"5"	"335"	"36.0"	"8.46"	"21.30"	"5"	"1"
"False"	"IsMasterProtein"	"P04075"	"Fructose-bisphosphate aldolase A [OS=Homo sapiens]"	"23"	"5"	"7"	"5"	"364"	"39.4"	"8.09"	"21.24"	"5"	"1"
"False"	"IsMasterProtein"	"P11142"	"Heat shock cognate 71 kDa protein [OS=Homo sapiens]"	"17"	"7"	"8"	"5"	"646"	"70.9"	"5.52"	"20.56"	"7"	"1"
"False"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial [OS=Homo sapiens]"	"25"	"7"	"7"	"7"	"529"	"56.5"	"5.40"	"19.63"	"7"	"1"
"False"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP [OS=Homo sapiens]"	"16"	"7"	"8"	"5"	"654"	"72.3"	"5.16"	"18.93"	"7"	"1"
"False"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type [OS=Homo sapiens]"	"25"	"5"	"5"	"5"	"381"	"42.6"	"5.59"	"16.61"	"5"	"1"
"False"	"IsMasterProtein"	"P30101"	"Protein disulfide-isomerase A3 [OS=Homo sapiens]"	"20"	"6"	"6"	"6"	"505"	"56.7"	"6.35"	"16.55"	"6"	"1"
"False"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM [OS=Homo sapiens]"	"18"	"6"	"6"	"6"	"531"	"57.9"	"7.84"	"15.60"	"6"	"1"
"False"	"IsMasterProtein"	"P30041"	"Peroxiredoxin-6 [OS=Homo sapiens]"	"25"	"4"	"5"	"4"	"224"	"25.0"	"6.38"	"14.88"	"4"	"1"
"False"	"IsMasterProtein"	"P61978"	"Heterogeneous nuclear ribonucleoprotein K [OS=Homo sapiens]"	"16"	"5"	"5"	"5"	"463"	"50.9"	"5.54"	"13.95"	"5"	"1"
"False"	"IsMasterProtein"	"P22626"	"Heterogeneous nuclear ribonucleoproteins A2/B1 [OS=Homo sapiens]"	"21"	"5"	"5"	"4"	"353"	"37.4"	"8.95"	"12.97"	"5"	"1"
"False"	"IsMasterProtein"	"P68032"	"Actin, alpha cardiac muscle 1 [OS=Homo sapiens]"	"14"	"3"	"5"	"1"	"377"	"42.0"	"5.39"	"12.19"	"3"	"1"
"False"	"IsMasterProtein"	"P40926"	"Malate dehydrogenase, mitochondrial [OS=Homo sapiens]"	"20"	"4"	"4"	"4"	"338"	"35.5"	"8.68"	"12.18"	"4"	"1"
"False"	"IsMasterProtein"	"A0A8I5KQE6"	"Small ribosomal subunit protein uS2B [OS=Homo sapiens]"	"16"	"4"	"5"	"4"	"295"	"32.9"	"4.87"	"12.06"	"4"	"1"
"False"	"IsMasterProtein"	"P23528"	"Cofilin-1 [OS=Homo sapiens]"	"27"	"3"	"4"	"3"	"166"	"18.5"	"8.09"	"11.87"	"3"	"1"
"False"	"IsMasterProtein"	"P07737"	"Profilin-1 [OS=Homo sapiens]"	"41"	"4"	"5"	"4"	"140"	"15.0"	"8.27"	"11.80"	"4"	"1"
"False"	"IsMasterProtein"	"P04792"	"Heat shock protein beta-1 [OS=Homo sapiens]"	"46"	"4"	"4"	"4"	"205"	"22.8"	"6.40"	"11.72"	"4"	"1"
"False"	"IsMasterProtein"	"Q00796"	"Sorbitol dehydrogenase [OS=Homo sapiens]"	"17"	"4"	"4"	"4"	"357"	"38.3"	"7.97"	"11.69"	"4"	"1"
"False"	"IsMasterProtein"	"P00558"	"Phosphoglycerate kinase 1 [OS=Homo sapiens]"	"14"	"4"	"4"	"4"	"417"	"44.6"	"8.10"	"11.65"	"4"	"1"
"False"	"IsMasterProtein"	"Q00610"	"Clathrin heavy chain 1 [OS=Homo sapiens]"	"4"	"3"	"3"	"3"	"1675"	"191.5"	"5.69"	"11.47"	"3"	"1"
"False"	"IsMasterProtein"	"P60842"	"Eukaryotic initiation factor 4A-I [OS=Homo sapiens]"	"18"	"5"	"5"	"5"	"406"	"46.1"	"5.48"	"11.24"	"5"	"1"
"False"	"IsMasterProtein"	"P35579"	"Myosin-9 [OS=Homo sapiens]"	"4"	"5"	"5"	"5"	"1960"	"226.4"	"5.60"	"11.19"	"5"	"1"
"False"	"IsMasterProtein"	"P02768"	"Albumin [OS=Homo sapiens]"	"2"	"2"	"3"	"2"	"609"	"69.3"	"6.28"	"10.64"	"2"	"1"
"False"	"IsMasterProtein"	"P05388"	"Large ribosomal subunit protein uL10 [OS=Homo sapiens]"	"23"	"4"	"4"	"4"	"317"	"34.3"	"5.97"	"10.54"	"4"	"1"
"False"	"IsMasterProtein"	"P50990"	"T-complex protein 1 subunit theta [OS=Homo sapiens]"	"9"	"4"	"4"	"4"	"548"	"59.6"	"5.60"	"9.56"	"4"	"1"
"False"	"IsMasterProtein"	"P27797"	"Calreticulin [OS=Homo sapiens]"	"7"	"2"	"3"	"2"	"417"	"48.1"	"4.44"	"9.50"	"2"	"1"
"False"	"IsMasterProtein"	"P14625"	"Endoplasmin [OS=Homo sapiens]"	"6"	"4"	"4"	"3"	"803"	"92.4"	"4.84"	"9.23"	"4"	"1"
"False"	"IsMasterProtein"	"P13804"	"Electron transfer flavoprotein subunit alpha, mitochondrial [OS=Homo sapiens]"	"14"	"3"	"3"	"3"	"333"	"35.1"	"8.38"	"9.19"	"3"	"1"
"False"	"IsMasterProtein"	"Q06830"	"Peroxiredoxin-1 [OS=Homo sapiens]"	"24"	"4"	"4"	"3"	"199"	"22.1"	"8.13"	"8.76"	"4"	"1"
"False"	"IsMasterProtein"	"Q01105"	"Protein SET [OS=Homo sapiens]"	"14"	"3"	"3"	"3"	"290"	"33.5"	"4.32"	"8.72"	"3"	"1"
